1000000,Dagger,1,0,[0|0|0],100,1000000,0,1.5,0,500,130,100,35,65,0,0,35,20,20,20,-1,-1,-1,-1,-1,-1,0,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1,1,1,1,15,15,3,100,10000,0,0,1,10,74,0,0,0,30,60,0,15,0,-1,-1,30,-1,7,0,0,20,2,0,149,0,0,0,0,10,5,9,0,0,99,0,0,10,40,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,0,0,0,1,1,20,0,0,6,10,2,10,10,6,0,10,0,800,0,0,0,0,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1300,320,6,6,1,2,35,-1,-1,-1,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
1020000,Parrying Dagger,1,0,[0|0|0],100,1001000,0,1.5,0,500,130,100,16,76,0,0,35,20,20,20,-1,-1,-1,-1,-1,-1,0,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1,1,1,1,15,15,3,102,10002,0,0,1,10,75,0,0,0,30,60,0,15,0,-1,-1,10,-1,7,0,0,20,2,0,149,0,0,0,0,10,5,14,0,0,99,0,0,10,40,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,0,0,0,1,1,20,0,0,6,10,2,10,10,6,0,10,0,302,0,0,0,0,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1300,320,6,6,1,2,35,-1,-1,-1,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1020000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
1030000,Misericorde,0,0,[0|0|0],103,1002000,0,2,0,350,160,100,15,50,0,0,36,21,21,21,-1,-1,-1,-1,-1,-1,0,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1,1,1,1,15,15,3,103,10003,0,0,1,10,92,0,0,0,28,60,0,15,0,-1,-1,40,-1,7,0,0,20,2,0,149,0,0,101,0,10,7,12,0,0,99,0,0,10,40,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,0,0,0,1,1,21,0,0,6,10,2,10,10,6,0,10,0,800,0,0,0,0,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.11,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1600,320,6,6,1,2,35,-1,-1,-1,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1030000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
1050000,Crystal Knife,1,0,[0|0|0],100,1009000,0,2,0,500,130,100,40,25,50,0,32,31,18,18,-1,-1,-1,-1,-1,-1,0,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1,1,1,1,15,15,3,115,10005,0,0,1,10,82,53,0,0,31,60,0,15,0,-1,-1,0,-1,7,0,0,20,2,4,154,0,10,0,0,10,8,12,9,0,99,0,0,10,40,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,117,1,1,5,5,401000,300,302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,0,0,0,1,1,18,0,0,6,10,2,10,10,6,0,10,0,800,0,0,0,6,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1300,320,6,6,1,0,35,-1,-1,-1,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1050000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
1060000,Celebrant's Sickle,1,0,[0|0|0],109,1007000,0,1.5,0,400,120,100,15,67,0,0,35,20,20,20,-1,-1,5010600,5010601,-1,-1,0,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1,1,1,1,15,15,3,416,10006,0,0,1,10,79,0,0,0,28,60,0,15,0,-1,-1,0,-1,7,0,0,20,2,4,124,0,0,100,0,10,6,11,0,0,99,0,0,10,40,-50,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,117,1,1,5,5,401000,300,302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,0,0,0,1,1,20,0,0,6,10,2,10,10,6,0,10,0,800,0,0,0,6,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.04,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1200,320,6,6,1,2,35,-1,-1,-1,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
1090000,Great Knife,1,0,[0|0|0],109,1003000,0,1.5,0,500,130,100,5,80,0,0,35,20,20,20,6406,-1,-1,-1,-1,-1,0,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1,1,1,1,15,15,3,118,10009,0,0,1,10,75,0,0,0,30,60,0,15,0,-1,-1,10,-1,7,0,0,20,2,0,149,0,0,100,0,10,6,12,0,0,99,0,0,10,40,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,0,0,0,1,1,20,0,0,6,10,2,10,10,6,0,10,0,800,0,0,0,0,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1300,320,6,6,1,2,35,6501,-1,-1,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1090000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
1100000,Wakizashi,1,0,[0|0|0],110,1006000,0,3,0,500,200,100,34,45,0,0,42,24,24,24,6406,-1,-1,-1,-1,-1,0,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1,1,1,1,15,15,3,120,10010,0,0,1,10,94,0,0,0,33,60,0,18,0,-1,-1,0,-1,7,0,0,20,2,0,149,0,0,104,0,10,9,13,0,0,99,0,0,10,40,0,1,0,0,0,12,12,12,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,0,0,0,1,1,24,0,0,6,10,2,12,12,6,0,12,0,800,0,0,0,0,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2000,320,6,6,1,2,35,6501,-1,-1,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
1130000,Ivory Sickle,1,0,[0|0|0],109,1008000,0,2,0,350,160,100,23,59,40,0,26,42,15,15,-1,-1,-1,-1,-1,-1,0,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1,1,1,1,15,15,3,122,10013,0,0,1,10,60,60,0,0,28,60,0,15,0,-1,-1,0,-1,7,0,0,20,2,4,154,0,10,100,0,10,6,11,13,0,99,0,0,10,40,-50,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,117,1,1,5,5,401000,300,302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,4,0,0,1,1,15,0,0,6,10,2,10,10,6,0,10,0,800,0,0,0,6,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.11,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1600,320,6,6,1,0,35,-1,-1,-1,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1130000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
1140000,Bloodstained Dagger,1,0,[0|0|0],100,1004000,0,2,0,450,150,100,70,20,0,0,36,21,21,21,6406,-1,-1,-1,-1,-1,0,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1,1,1,1,15,15,3,110,10014,0,0,1,10,81,0,0,0,30,60,0,15,0,-1,-1,10,-1,7,0,0,20,2,0,149,0,0,0,0,10,9,12,0,0,99,0,0,10,40,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,0,0,0,1,1,21,0,0,6,10,2,10,10,6,0,10,0,800,0,0,0,0,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1500,320,6,6,1,2,35,6501,-1,-1,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1140000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
1150000,Erdsteel Dagger,1,0,[0|0|0],115,1005000,0,2,0,450,150,200,30,30,0,30,36,21,21,21,-1,-1,-1,-1,-1,-1,0,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1,1,1,1,15,15,3,123,10015,0,0,1,10,67,0,0,0,30,60,0,15,0,-1,-1,10,-1,7,0,0,20,2,0,149,0,0,103,0,10,7,12,0,14,99,0,0,10,40,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,0,0,0,1,1,21,0,0,6,10,2,10,10,6,0,10,0,800,0,0,0,6,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,12000,0,1,1,0,0,0,0,1,0,0,0,0,1500,320,6,6,1,2,35,-1,-1,-1,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
